veh_id,video,frame,bboxX,bboxY,Width,Height,Direction,Velocity
412,DJI_0406_cut,1308,821,221,33,18,Right,89
420,DJI_0406_cut,1308,675,375,29,16,Left,87
427,DJI_0406_cut,1308,848,407,27,15,Up-Left,92
434,DJI_0406_cut,1308,968,377,29,18,Up-Left,95
387,DJI_0406_cut,1309,61,397,33,16,Left,78
389,DJI_0406_cut,1309,1218,116,27,20,Right,79
410,DJI_0406_cut,1309,292,350,31,17,Left,105
412,DJI_0406_cut,1309,825,221,33,20,Down-Right,92
420,DJI_0406_cut,1309,671,375,29,16,Left,87
427,DJI_0406_cut,1309,844,407,27,15,Up-Left,89
434,DJI_0406_cut,1309,966,378,27,18,Up-Left,93
387,DJI_0406_cut,1310,58,399,33,16,Left,77
389,DJI_0406_cut,1310,1223,114,27,20,Right,78
410,DJI_0406_cut,1310,286,350,33,17,Left,105
412,DJI_0406_cut,1310,829,220,33,20,Right,90
420,DJI_0406_cut,1310,667,375,29,16,Left,85
427,DJI_0406_cut,1310,840,407,27,15,Up-Left,87
434,DJI_0406_cut,1310,957,377,29,20,Up-Left,100
387,DJI_0406_cut,1311,56,399,33,16,Left,75
389,DJI_0406_cut,1311,1227,114,27,20,Right,76
410,DJI_0406_cut,1311,284,351,31,17,Left,105
412,DJI_0406_cut,1311,833,221,33,20,Right,88
420,DJI_0406_cut,1311,663,374,29,16,Left,85
427,DJI_0406_cut,1311,835,407,27,15,Up-Left,88
434,DJI_0406_cut,1311,953,378,29,18,Up-Left,99
387,DJI_0406_cut,1312,54,401,31,15,Left,73
389,DJI_0406_cut,1312,1229,114,27,20,Right,74
410,DJI_0406_cut,1312,277,350,31,17,Left,107
412,DJI_0406_cut,1312,837,222,31,20,Right,87
420,DJI_0406_cut,1312,656,376,29,15,Left,85
427,DJI_0406_cut,1312,827,405,27,16,Left,91
434,DJI_0406_cut,1312,949,377,29,18,Up-Left,96
387,DJI_0406_cut,1313,48,401,31,15,Left,74
389,DJI_0406_cut,1313,1233,113,27,20,Right,76
410,DJI_0406_cut,1313,271,349,31,17,Left,110
412,DJI_0406_cut,1313,840,223,33,20,Right,86
420,DJI_0406_cut,1313,650,374,29,16,Left,89
427,DJI_0406_cut,1313,823,402,29,17,Up-Left,91
434,DJI_0406_cut,1313,947,377,29,18,Up-Left,96
387,DJI_0406_cut,1314,44,402,31,15,Left,76
389,DJI_0406_cut,1314,1235,112,27,20,Right,72
410,DJI_0406_cut,1314,265,350,29,16,Left,109
412,DJI_0406_cut,1314,846,223,33,20,Right,87
420,DJI_0406_cut,1314,646,376,29,15,Left,89
427,DJI_0406_cut,1314,818,403,27,17,Up-Left,90
434,DJI_0406_cut,1314,941,376,29,20,Up-Left,96
387,DJI_0406_cut,1315,42,402,31,15,Left,73
389,DJI_0406_cut,1315,1240,112,27,20,Right,73
410,DJI_0406_cut,1315,263,350,31,17,Left,106
412,DJI_0406_cut,1315,852,225,33,20,Right,87
420,DJI_0406_cut,1315,640,375,29,15,Left,89
427,DJI_0406_cut,1315,814,402,27,16,Up-Left,92
434,DJI_0406_cut,1315,936,374,29,21,Up-Left,97
387,DJI_0406_cut,1316,37,402,31,15,Left,74
389,DJI_0406_cut,1316,1246,111,25,20,Right,75
410,DJI_0406_cut,1316,258,350,29,17,Left,100
412,DJI_0406_cut,1316,861,225,31,20,Down-Right,91
420,DJI_0406_cut,1316,635,375,29,15,Left,90
427,DJI_0406_cut,1316,810,402,27,16,Up-Left,92
434,DJI_0406_cut,1316,932,376,29,20,Up-Left,95
387,DJI_0406_cut,1317,31,403,31,15,Left,75
389,DJI_0406_cut,1317,1248,110,25,20,Right,75
410,DJI_0406_cut,1317,254,351,31,17,Left,95
412,DJI_0406_cut,1317,865,225,31,20,Down-Right,91
420,DJI_0406_cut,1317,633,375,31,15,Left,90
427,DJI_0406_cut,1317,804,402,31,17,Up-Left,92
434,DJI_0406_cut,1317,930,375,29,20,Up-Left,95
387,DJI_0406_cut,1318,27,403,31,15,Down-Left,77
389,DJI_0406_cut,1318,1250,108,25,20,Right,75
410,DJI_0406_cut,1318,250,348,29,17,Left,97
412,DJI_0406_cut,1318,869,225,31,20,Down-Right,91
420,DJI_0406_cut,1318,627,375,29,15,Left,89
427,DJI_0406_cut,1318,804,403,27,17,Up-Left,89
434,DJI_0406_cut,1318,920,374,31,18,Up-Left,96
387,DJI_0406_cut,1319,23,403,31,15,Down-Left,77
389,DJI_0406_cut,1319,1254,108,25,20,Up-Right,74
410,DJI_0406_cut,1319,242,350,29,17,Left,98
412,DJI_0406_cut,1319,873,225,31,20,Right,88
420,DJI_0406_cut,1319,623,375,29,15,Left,90
427,DJI_0406_cut,1319,797,402,27,16,Up-Left,92
434,DJI_0406_cut,1319,911,374,29,18,Up-Left,100
387,DJI_0406_cut,1320,18,403,31,15,Down-Left,75
389,DJI_0406_cut,1320,1258,110,21,18,Right,75
410,DJI_0406_cut,1320,237,350,31,17,Left,98
412,DJI_0406_cut,1320,875,226,31,20,Right,90
420,DJI_0406_cut,1320,618,374,29,16,Left,90
427,DJI_0406_cut,1320,791,403,27,16,Up-Left,94
434,DJI_0406_cut,1320,907,374,29,18,Up-Left,99
437,DJI_0406_cut,1320,797,397,27,16,,0
387,DJI_0406_cut,1321,14,403,31,15,Down-Left,75
410,DJI_0406_cut,1321,233,350,29,17,Left,95
412,DJI_0406_cut,1321,882,226,31,20,Down-Right,90
420,DJI_0406_cut,1321,616,375,27,16,Left,90
427,DJI_0406_cut,1321,791,403,27,16,Left,89
434,DJI_0406_cut,1321,905,373,31,18,Up-Left,96
387,DJI_0406_cut,1322,10,403,31,16,Down-Left,77
389,DJI_0406_cut,1322,1265,111,14,20,Right,79
410,DJI_0406_cut,1322,227,350,31,18,Left,94
412,DJI_0406_cut,1322,886,226,31,20,Down-Right,88
420,DJI_0406_cut,1322,612,376,27,15,Left,90
427,DJI_0406_cut,1322,785,405,27,15,Left,92
434,DJI_0406_cut,1322,901,371,29,18,Up-Left,97
387,DJI_0406_cut,1323,6,403,31,16,Left,77
410,DJI_0406_cut,1323,223,350,31,18,Left,96
412,DJI_0406_cut,1323,890,228,31,20,Down-Right,90
420,DJI_0406_cut,1323,606,375,29,15,Left,88
427,DJI_0406_cut,1323,781,403,27,15,Left,90
434,DJI_0406_cut,1323,896,374,29,17,Up-Left,98
387,DJI_0406_cut,1324,6,405,31,16,Left,77
410,DJI_0406_cut,1324,216,351,31,17,Left,98
412,DJI_0406_cut,1324,894,227,31,18,Down-Right,92
420,DJI_0406_cut,1324,604,374,27,16,Left,85
427,DJI_0406_cut,1324,774,403,29,15,Left,91
434,DJI_0406_cut,1324,892,373,31,17,Up-Left,97
387,DJI_0406_cut,1325,2,405,29,16,Down-Left,76
410,DJI_0406_cut,1325,214,350,31,18,Left,100
412,DJI_0406_cut,1325,898,228,31,18,Down-Right,88
420,DJI_0406_cut,1325,600,374,27,16,Left,85
427,DJI_0406_cut,1325,768,403,27,15,Left,94
434,DJI_0406_cut,1325,888,373,29,17,Up-Left,95
387,DJI_0406_cut,1326,0,405,29,16,Down-Left,74
410,DJI_0406_cut,1326,208,352,31,17,Left,102
412,DJI_0406_cut,1326,905,228,31,18,Down-Right,90
420,DJI_0406_cut,1326,595,374,27,16,Left,84
427,DJI_0406_cut,1326,762,402,27,16,Left,94
434,DJI_0406_cut,1326,886,371,31,17,Left,94
387,DJI_0406_cut,1327,0,405,29,16,Down-Left,71
410,DJI_0406_cut,1327,202,351,33,18,Left,104
412,DJI_0406_cut,1327,909,229,31,18,Down-Right,90
420,DJI_0406_cut,1327,589,371,29,16,Left,88
427,DJI_0406_cut,1327,760,400,27,16,Left,93
434,DJI_0406_cut,1327,882,370,29,18,Up-Left,94
387,DJI_0406_cut,1328,0,406,27,16,Down-Left,67
410,DJI_0406_cut,1328,202,351,29,18,Left,102
412,DJI_0406_cut,1328,913,229,31,20,Down-Right,86
420,DJI_0406_cut,1328,585,371,29,16,Left,85
427,DJI_0406_cut,1328,753,400,27,16,Left,93
434,DJI_0406_cut,1328,877,370,29,17,Up-Left,94
438,DJI_0406_cut,1328,1273,453,4,24,,0
387,DJI_0406_cut,1329,0,406,25,17,Down-Left,66
410,DJI_0406_cut,1329,197,351,31,18,Left,92
412,DJI_0406_cut,1329,920,229,31,20,Right,87
420,DJI_0406_cut,1329,581,371,29,16,Left,85
427,DJI_0406_cut,1329,749,399,27,16,Left,95
434,DJI_0406_cut,1329,875,369,27,18,Up-Left,90
438,DJI_0406_cut,1329,1273,448,6,26,,90
410,DJI_0406_cut,1330,191,352,33,18,Left,92
412,DJI_0406_cut,1330,922,229,33,18,Right,88
420,DJI_0406_cut,1330,572,371,29,16,Left,88
427,DJI_0406_cut,1330,745,397,27,16,Left,93
434,DJI_0406_cut,1330,869,369,27,18,Up-Left,91
438,DJI_0406_cut,1330,1263,451,16,21,,139
439,DJI_0406_cut,1330,0,405,18,17,,0
410,DJI_0406_cut,1331,185,350,29,20,Left,95
412,DJI_0406_cut,1331,930,228,31,21,Down-Right,91
420,DJI_0406_cut,1331,570,371,29,16,Left,87
427,DJI_0406_cut,1331,738,399,29,16,Up-Left,91
434,DJI_0406_cut,1331,852,368,31,17,Up-Left,97
438,DJI_0406_cut,1331,1263,452,16,20,,98
439,DJI_0406_cut,1331,0,405,14,18,,0
410,DJI_0406_cut,1332,181,351,31,20,Left,95
412,DJI_0406_cut,1332,932,228,31,22,Right,88
420,DJI_0406_cut,1332,564,371,29,16,Left,89
427,DJI_0406_cut,1332,734,400,27,16,Left,92
434,DJI_0406_cut,1332,848,367,31,18,Up-Left,97
438,DJI_0406_cut,1332,1256,451,23,20,,106
439,DJI_0406_cut,1332,0,405,8,20,,0
410,DJI_0406_cut,1333,174,354,31,20,Left,98
412,DJI_0406_cut,1333,936,229,29,22,Right,88
420,DJI_0406_cut,1333,560,371,29,16,Left,88
427,DJI_0406_cut,1333,732,399,27,16,Left,91
434,DJI_0406_cut,1333,844,367,29,17,Up-Left,96
438,DJI_0406_cut,1333,1250,451,29,20,,106
410,DJI_0406_cut,1334,170,354,31,18,Left,94
412,DJI_0406_cut,1334,943,232,31,21,Right,90
420,DJI_0406_cut,1334,557,371,29,16,Left,87
427,DJI_0406_cut,1334,724,402,27,15,Left,94
434,DJI_0406_cut,1334,842,364,29,18,Up-Left,97
438,DJI_0406_cut,1334,1248,450,31,20,,95
440,DJI_0406_cut,1334,730,396,27,16,,0
410,DJI_0406_cut,1335,166,354,31,18,Left,92
412,DJI_0406_cut,1335,945,230,31,22,Down-Right,89
420,DJI_0406_cut,1335,553,371,29,16,Left,87
427,DJI_0406_cut,1335,722,401,27,15,Left,93
434,DJI_0406_cut,1335,840,364,31,18,Up-Left,92
438,DJI_0406_cut,1335,1244,448,31,20,,93
410,DJI_0406_cut,1336,160,354,31,20,Left,95
412,DJI_0406_cut,1336,951,232,31,21,Right,91
420,DJI_0406_cut,1336,551,371,27,16,Left,86
427,DJI_0406_cut,1336,717,400,27,14,Left,93
434,DJI_0406_cut,1336,835,363,29,18,Up-Left,93
438,DJI_0406_cut,1336,1240,448,31,20,,90
410,DJI_0406_cut,1337,155,352,31,18,Left,94
412,DJI_0406_cut,1337,955,232,31,21,Right,91
420,DJI_0406_cut,1337,543,371,29,16,Left,86
427,DJI_0406_cut,1337,709,401,27,15,Left,93
434,DJI_0406_cut,1337,827,363,31,18,Up-Left,96
438,DJI_0406_cut,1337,1233,447,33,18,,94
410,DJI_0406_cut,1338,151,352,31,18,Left,92
412,DJI_0406_cut,1338,960,232,31,21,Right,92
420,DJI_0406_cut,1338,538,371,29,16,Left,85
427,DJI_0406_cut,1338,705,400,29,15,Left,92
434,DJI_0406_cut,1338,821,364,33,17,Up-Left,99
438,DJI_0406_cut,1338,1231,446,31,20,,89
410,DJI_0406_cut,1339,145,354,31,18,Left,93
412,DJI_0406_cut,1339,962,232,31,21,Right,89
420,DJI_0406_cut,1339,536,371,29,16,Left,83
427,DJI_0406_cut,1339,701,400,27,15,Left,91
434,DJI_0406_cut,1339,818,364,31,18,Up-Left,96
438,DJI_0406_cut,1339,1229,445,31,21,,84
410,DJI_0406_cut,1340,141,354,31,20,Left,94
412,DJI_0406_cut,1340,968,234,31,20,Right,89
420,DJI_0406_cut,1340,530,371,29,16,Left,83
427,DJI_0406_cut,1340,696,399,27,15,Left,92
434,DJI_0406_cut,1340,816,363,29,18,Up-Left,94
438,DJI_0406_cut,1340,1225,445,31,18,,83
410,DJI_0406_cut,1341,136,354,31,20,Left,94
412,DJI_0406_cut,1341,972,235,31,20,Right,86
420,DJI_0406_cut,1341,528,371,27,16,Left,81
427,DJI_0406_cut,1341,688,397,29,15,Left,95
434,DJI_0406_cut,1341,810,363,29,18,Up-Left,95
438,DJI_0406_cut,1341,1221,445,31,18,,82
410,DJI_0406_cut,1342,132,354,29,18,Left,94
412,DJI_0406_cut,1342,974,235,33,20,Right,84
420,DJI_0406_cut,1342,520,370,29,16,Left,86
427,DJI_0406_cut,1342,686,395,29,16,Left,93
434,DJI_0406_cut,1342,808,365,29,17,Up-Left,96
438,DJI_0406_cut,1342,1218,444,33,17,,81
410,DJI_0406_cut,1343,128,354,29,18,Left,93
412,DJI_0406_cut,1343,978,236,33,20,Right,84
420,DJI_0406_cut,1343,515,370,29,17,Left,85
427,DJI_0406_cut,1343,680,396,29,15,Left,97
434,DJI_0406_cut,1343,806,364,27,17,Up-Left,90
438,DJI_0406_cut,1343,1212,442,33,16,,83
410,DJI_0406_cut,1344,122,355,31,20,Left,92
412,DJI_0406_cut,1344,987,236,31,18,Down-Right,88
420,DJI_0406_cut,1344,509,370,29,16,Left,86
427,DJI_0406_cut,1344,677,396,29,15,Left,94
434,DJI_0406_cut,1344,800,364,27,17,Up-Left,88
438,DJI_0406_cut,1344,1206,442,31,17,,84
410,DJI_0406_cut,1345,113,352,33,18,Left,95
412,DJI_0406_cut,1345,991,236,31,18,Down-Right,89
420,DJI_0406_cut,1345,505,370,29,16,Left,86
427,DJI_0406_cut,1345,673,396,29,15,Left,92
434,DJI_0406_cut,1345,789,364,29,18,Up-Left,93
438,DJI_0406_cut,1345,1197,441,33,17,,89
410,DJI_0406_cut,1346,109,354,35,20,Left,95
412,DJI_0406_cut,1346,997,235,31,20,Down-Right,89
420,DJI_0406_cut,1346,503,370,29,16,Left,85
427,DJI_0406_cut,1346,669,394,29,16,Left,96
434,DJI_0406_cut,1346,785,364,29,20,Left,94
438,DJI_0406_cut,1346,1191,441,35,18,,90
410,DJI_0406_cut,1347,103,352,33,20,Left,96
412,DJI_0406_cut,1347,1004,236,29,20,Right,91
420,DJI_0406_cut,1347,496,370,29,16,Left,88
427,DJI_0406_cut,1347,665,395,27,15,Up-Left,94
434,DJI_0406_cut,1347,778,362,29,18,Left,96
438,DJI_0406_cut,1347,1189,441,35,18,,87
410,DJI_0406_cut,1348,103,352,31,20,Left,93
412,DJI_0406_cut,1348,1006,236,31,21,Right,89
420,DJI_0406_cut,1348,494,370,29,16,Left,84
427,DJI_0406_cut,1348,656,397,27,15,Up-Left,97
434,DJI_0406_cut,1348,772,363,31,18,Up-Left,96
438,DJI_0406_cut,1348,1185,439,35,18,,87
410,DJI_0406_cut,1349,98,350,29,21,Left,91
412,DJI_0406_cut,1349,1010,238,31,21,Right,89
420,DJI_0406_cut,1349,490,371,29,15,Left,86
427,DJI_0406_cut,1349,652,399,27,14,Left,96
434,DJI_0406_cut,1349,768,361,31,18,Up-Left,97
438,DJI_0406_cut,1349,1181,439,35,20,,86
410,DJI_0406_cut,1350,98,351,29,21,Left,90
412,DJI_0406_cut,1350,1014,238,31,20,Right,89
420,DJI_0406_cut,1350,486,371,29,16,Left,86
427,DJI_0406_cut,1350,646,397,27,14,Left,96
434,DJI_0406_cut,1350,764,362,29,17,Up-Left,97
438,DJI_0406_cut,1350,1178,439,35,20,,85
410,DJI_0406_cut,1351,88,351,31,21,Left,93
412,DJI_0406_cut,1351,1018,239,31,20,Right,87
420,DJI_0406_cut,1351,482,370,29,16,Left,85
427,DJI_0406_cut,1351,640,397,29,14,Left,96
434,DJI_0406_cut,1351,757,363,31,17,Up-Left,100
438,DJI_0406_cut,1351,1170,439,35,18,,87
412,DJI_0406_cut,1352,1025,239,31,20,Right,89
420,DJI_0406_cut,1352,477,370,29,16,Left,84
427,DJI_0406_cut,1352,635,396,29,15,Left,97
434,DJI_0406_cut,1352,753,362,31,17,Left,100
438,DJI_0406_cut,1352,1164,435,35,18,,0
412,DJI_0406_cut,1353,1029,239,31,20,Right,89
420,DJI_0406_cut,1353,473,370,29,16,Left,84
427,DJI_0406_cut,1353,633,396,27,15,Left,94
434,DJI_0406_cut,1353,749,361,29,17,Left,99
438,DJI_0406_cut,1353,1160,434,35,18,,92
410,DJI_0406_cut,1354,71,352,29,21,Left,98
412,DJI_0406_cut,1354,1035,239,31,18,Right,88
420,DJI_0406_cut,1354,469,371,27,16,Left,84
427,DJI_0406_cut,1354,629,396,27,14,Left,94
434,DJI_0406_cut,1354,745,361,29,17,Left,101
438,DJI_0406_cut,1354,1155,435,35,18,Up-Left,92
410,DJI_0406_cut,1355,69,352,29,20,Left,95
412,DJI_0406_cut,1355,1040,241,31,18,Down-Right,91
420,DJI_0406_cut,1355,463,371,27,16,Left,82
427,DJI_0406_cut,1355,625,395,27,14,Left,93
434,DJI_0406_cut,1355,738,361,29,17,Left,101
438,DJI_0406_cut,1355,1151,434,35,18,Up-Left,87
410,DJI_0406_cut,1356,63,355,29,20,Left,95
412,DJI_0406_cut,1356,1044,241,31,18,Down-Right,88
420,DJI_0406_cut,1356,458,370,27,16,Left,84
427,DJI_0406_cut,1356,621,394,27,15,Left,91
434,DJI_0406_cut,1356,734,360,29,20,Left,92
438,DJI_0406_cut,1356,1147,434,33,20,Up-Left,90
410,DJI_0406_cut,1357,54,356,29,20,Left,99
412,DJI_0406_cut,1357,1044,240,33,20,Down-Right,87
420,DJI_0406_cut,1357,452,370,29,16,Left,84
427,DJI_0406_cut,1357,616,395,27,15,Left,92
434,DJI_0406_cut,1357,732,360,27,18,Left,90
438,DJI_0406_cut,1357,1143,434,33,18,Up-Left,87
410,DJI_0406_cut,1358,50,360,31,17,Left,97
412,DJI_0406_cut,1358,1052,243,31,20,Down-Right,90
420,DJI_0406_cut,1358,450,370,29,16,Left,83
427,DJI_0406_cut,1358,608,393,29,15,Left,96
434,DJI_0406_cut,1358,726,361,29,18,Left,92
438,DJI_0406_cut,1358,1136,435,33,18,Up-Left,88
410,DJI_0406_cut,1359,50,360,31,18,Left,94
412,DJI_0406_cut,1359,1056,246,33,18,Down-Right,88
420,DJI_0406_cut,1359,444,370,29,16,Left,85
427,DJI_0406_cut,1359,604,391,31,15,Up-Left,93
434,DJI_0406_cut,1359,720,360,29,17,Left,93
438,DJI_0406_cut,1359,1132,434,33,18,Up-Left,90
410,DJI_0406_cut,1360,44,363,31,17,Left,96
412,DJI_0406_cut,1360,1063,248,31,20,Down-Right,92
420,DJI_0406_cut,1360,437,370,29,16,Left,87
427,DJI_0406_cut,1360,600,393,29,15,Up-Left,95
434,DJI_0406_cut,1360,715,358,29,18,Left,96
438,DJI_0406_cut,1360,1130,434,33,18,Up-Left,88
410,DJI_0406_cut,1361,35,361,33,17,Down-Left,99
412,DJI_0406_cut,1361,1067,248,29,21,Down-Right,90
420,DJI_0406_cut,1361,435,370,29,16,Left,87
427,DJI_0406_cut,1361,597,391,27,15,Left,94
434,DJI_0406_cut,1361,709,360,29,17,Left,97
438,DJI_0406_cut,1361,1126,434,33,18,Up-Left,88
410,DJI_0406_cut,1362,33,362,33,18,Down-Left,96
412,DJI_0406_cut,1362,1071,247,29,21,Down-Right,90
420,DJI_0406_cut,1362,431,370,29,17,Left,84
427,DJI_0406_cut,1362,591,396,25,15,Up-Left,93
434,DJI_0406_cut,1362,705,358,29,18,Left,94
438,DJI_0406_cut,1362,1120,434,33,17,Up-Left,87
441,DJI_0406_cut,1362,595,388,27,15,,0
410,DJI_0406_cut,1363,29,363,33,17,Down-Left,96
412,DJI_0406_cut,1363,1080,251,27,20,Down-Right,94
420,DJI_0406_cut,1363,427,370,29,16,Left,83
427,DJI_0406_cut,1363,587,396,25,15,Left,93
434,DJI_0406_cut,1363,701,358,29,17,Left,93
438,DJI_0406_cut,1363,1115,434,33,17,Up-Left,89
410,DJI_0406_cut,1364,27,363,33,17,Down-Left,93
412,DJI_0406_cut,1364,1082,248,29,21,Down-Right,95
420,DJI_0406_cut,1364,423,370,27,16,Left,85
427,DJI_0406_cut,1364,578,394,27,14,Left,97
434,DJI_0406_cut,1364,694,357,29,17,Left,96
438,DJI_0406_cut,1364,1113,431,35,18,Up-Left,90
410,DJI_0406_cut,1365,21,362,33,17,Down-Left,95
412,DJI_0406_cut,1365,1086,251,31,21,Down-Right,94
420,DJI_0406_cut,1365,421,371,27,16,Left,82
427,DJI_0406_cut,1365,576,394,27,14,Left,95
434,DJI_0406_cut,1365,688,356,31,17,Left,99
438,DJI_0406_cut,1365,1109,429,35,20,Up-Left,90
410,DJI_0406_cut,1366,16,363,33,17,Left,95
412,DJI_0406_cut,1366,1090,252,31,20,Down-Right,94
420,DJI_0406_cut,1366,416,370,27,16,Left,84
427,DJI_0406_cut,1366,570,394,27,14,Left,93
434,DJI_0406_cut,1366,684,356,29,17,Left,97
438,DJI_0406_cut,1366,1101,429,35,18,Up-Left,93
410,DJI_0406_cut,1367,10,362,33,18,Down-Left,96
412,DJI_0406_cut,1367,1096,252,31,20,Down-Right,97
420,DJI_0406_cut,1367,410,370,29,16,Left,83
427,DJI_0406_cut,1367,566,394,27,14,Left,94
434,DJI_0406_cut,1367,680,357,29,17,Up-Left,98
438,DJI_0406_cut,1367,1096,428,35,18,Up-Left,95
410,DJI_0406_cut,1368,6,363,33,18,Left,96
412,DJI_0406_cut,1368,1103,252,31,20,Down-Right,99
420,DJI_0406_cut,1368,404,371,29,16,Left,84
427,DJI_0406_cut,1368,562,394,27,14,Left,93
434,DJI_0406_cut,1368,675,355,31,18,Left,101
438,DJI_0406_cut,1368,1094,427,35,18,Up-Left,92
410,DJI_0406_cut,1369,0,365,33,17,Left,97
412,DJI_0406_cut,1369,1109,253,31,20,Down-Right,97
420,DJI_0406_cut,1369,402,370,27,16,Left,81
427,DJI_0406_cut,1369,557,393,27,14,Left,94
434,DJI_0406_cut,1369,671,354,31,18,Left,99
438,DJI_0406_cut,1369,1088,427,35,18,Up-Left,92
410,DJI_0406_cut,1370,0,365,29,17,Down-Left,89
412,DJI_0406_cut,1370,1113,253,31,20,Down-Right,97
420,DJI_0406_cut,1370,395,371,27,16,Left,83
427,DJI_0406_cut,1370,553,394,27,15,Left,94
434,DJI_0406_cut,1370,669,354,29,18,Up-Left,92
438,DJI_0406_cut,1370,1086,428,35,17,Up-Left,87
410,DJI_0406_cut,1371,0,365,25,17,Down-Left,86
412,DJI_0406_cut,1371,1113,253,33,20,Down-Right,92
420,DJI_0406_cut,1371,391,370,25,16,Left,85
427,DJI_0406_cut,1371,549,394,27,15,Left,94
434,DJI_0406_cut,1371,663,354,29,20,Up-Left,94
438,DJI_0406_cut,1371,1082,426,35,18,Up-Left,85
410,DJI_0406_cut,1372,0,361,16,20,Down-Left,84
412,DJI_0406_cut,1372,1117,253,31,21,Down-Right,90
420,DJI_0406_cut,1372,387,371,27,16,Left,83
427,DJI_0406_cut,1372,547,393,27,15,Left,93
434,DJI_0406_cut,1372,661,355,29,18,Left,90
438,DJI_0406_cut,1372,1077,426,35,18,Up-Left,88
412,DJI_0406_cut,1373,1124,254,29,20,Down-Right,94
420,DJI_0406_cut,1373,383,371,27,16,Left,84
427,DJI_0406_cut,1373,538,391,29,15,Left,93
434,DJI_0406_cut,1373,650,358,29,17,Left,94
438,DJI_0406_cut,1373,1069,427,33,17,Up-Left,90
442,DJI_0406_cut,1373,2,363,14,20,,0
412,DJI_0406_cut,1374,1128,254,31,18,Down-Right,94
420,DJI_0406_cut,1374,376,373,27,15,Left,86
427,DJI_0406_cut,1374,532,390,29,15,Up-Left,94
434,DJI_0406_cut,1374,648,358,29,16,Left,92
438,DJI_0406_cut,1374,1065,425,33,17,Up-Left,91
443,DJI_0406_cut,1374,0,229,14,24,,0
444,DJI_0406_cut,1374,0,364,6,20,,0
412,DJI_0406_cut,1375,1132,256,31,20,Down-Right,94
420,DJI_0406_cut,1375,370,373,27,15,Left,88
427,DJI_0406_cut,1375,530,390,27,15,Left,90
434,DJI_0406_cut,1375,640,356,29,17,Left,95
438,DJI_0406_cut,1375,1063,423,33,18,Up-Left,91
443,DJI_0406_cut,1375,0,229,18,22,,0
412,DJI_0406_cut,1376,1136,256,31,20,Down-Right,94
420,DJI_0406_cut,1376,366,371,29,16,Left,88
427,DJI_0406_cut,1376,524,393,25,15,Left,91
434,DJI_0406_cut,1376,637,356,29,16,Left,92
438,DJI_0406_cut,1376,1061,427,31,16,Up-Left,88
443,DJI_0406_cut,1376,0,228,27,22,,9
412,DJI_0406_cut,1377,1141,255,31,21,Down-Right,92
420,DJI_0406_cut,1377,364,373,27,15,Left,87
427,DJI_0406_cut,1377,520,393,25,14,Left,90
434,DJI_0406_cut,1377,633,355,29,17,Left,92
438,DJI_0406_cut,1377,1050,426,33,16,Left,91
443,DJI_0406_cut,1377,0,229,29,21,,12
412,DJI_0406_cut,1378,1145,255,33,21,Down-Right,92
420,DJI_0406_cut,1378,357,373,27,15,Left,89
427,DJI_0406_cut,1378,511,393,27,14,Left,95
434,DJI_0406_cut,1378,627,355,29,17,Left,94
438,DJI_0406_cut,1378,1046,423,33,18,Left,92
443,DJI_0406_cut,1378,0,230,31,20,,13
412,DJI_0406_cut,1379,1149,255,31,21,Down-Right,91
420,DJI_0406_cut,1379,353,374,27,15,Left,89
427,DJI_0406_cut,1379,507,393,27,14,Left,95
434,DJI_0406_cut,1379,623,355,29,17,Left,94
438,DJI_0406_cut,1379,1042,422,35,18,Up-Left,91
443,DJI_0406_cut,1379,0,230,33,20,,10
412,DJI_0406_cut,1380,1153,260,33,18,Down-Right,92
420,DJI_0406_cut,1380,351,373,27,15,Left,86
427,DJI_0406_cut,1380,505,393,27,14,Left,94
434,DJI_0406_cut,1380,618,355,31,17,Left,92
438,DJI_0406_cut,1380,1040,421,35,18,Up-Left,89
443,DJI_0406_cut,1380,2,230,31,20,,15
412,DJI_0406_cut,1381,1162,261,31,18,Down-Right,95
420,DJI_0406_cut,1381,347,370,27,16,Left,86
427,DJI_0406_cut,1381,503,393,27,14,Left,92
434,DJI_0406_cut,1381,614,355,29,16,Left,92
438,DJI_0406_cut,1381,1035,422,33,17,Up-Left,90
443,DJI_0406_cut,1381,4,230,33,20,,18
412,DJI_0406_cut,1382,1168,260,31,20,Down-Right,99
420,DJI_0406_cut,1382,338,371,29,16,Left,88
427,DJI_0406_cut,1382,496,391,27,14,Left,94
434,DJI_0406_cut,1382,608,355,29,16,Left,95
438,DJI_0406_cut,1382,1031,420,33,18,Up-Left,91
443,DJI_0406_cut,1382,8,230,33,20,,24
445,DJI_0406_cut,1382,347,367,29,17,,0
412,DJI_0406_cut,1383,1170,265,29,17,Down-Right,97
420,DJI_0406_cut,1383,336,371,29,17,Left,88
427,DJI_0406_cut,1383,490,391,27,15,Left,92
434,DJI_0406_cut,1383,604,355,29,17,Left,93
438,DJI_0406_cut,1383,1027,420,35,18,Up-Left,88
443,DJI_0406_cut,1383,16,230,33,20,,38
445,DJI_0406_cut,1383,345,365,29,17,,51
412,DJI_0406_cut,1384,1174,264,29,18,Down-Right,96
420,DJI_0406_cut,1384,332,371,27,16,Left,87
427,DJI_0406_cut,1384,486,390,27,15,Left,92
434,DJI_0406_cut,1384,600,355,29,17,Left,92
438,DJI_0406_cut,1384,1021,420,35,18,Up-Left,90
